doc_id,image_path,parse_success,gt_vendor_name,pred_vendor_name,vendor_exact_match,vendor_normalized_match,gt_invoice_date,pred_invoice_date,date_exact_match,date_normalized_match,gt_total,pred_total,total_exact_match,total_normalized_match,gt_total_normalized,pred_total_normalized,all_key_fields_exact_match,all_key_fields_normalized_match,error_types
sroie_train_X51006388065,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006388065.jpg,True,99 SPEED MART S/B,99 SPEED MART S/B,True,True,21-05-17,21-05-17,True,True,20.80,20.80,True,True,20.80,20.80,True,True,
sroie_train_X51006441474,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006441474.jpg,True,TF VALUE-MART SDN BHD,TF Value-Mart Sdn Bhd,False,True,19/05/18,19/05/18,True,True,52.80,52.80,True,True,52.80,52.80,False,True,
sroie_train_X51008164997,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008164997.jpg,True,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,True,True,15-06-2018,15-06-2018,True,True,148.50,148.50,True,True,148.50,148.50,True,True,
sroie_train_X51005453802,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005453802.jpg,True,LIAN HING STATIONERY SDN BHD,LIAN HING STATIONERY SDN BHD,True,True,30/03/2018,30/03/2018,True,True,159.00,159.00,True,True,159.00,159.00,True,True,
sroie_train_X51008114266,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008114266.jpg,True,99 SPEED MART S/B,99 SPEED MART S/B,True,True,13-05-18,13-05-18,True,True,22.90,22.90,True,True,22.90,22.90,True,True,
sroie_train_X51005268262,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005268262.jpg,True,HOME MASTER HARDWARE & ELECTRICAL,HOME MASTER HARDWARE & ELECTRICAL,True,True,22/12/2017,22/12/2017,True,True,15.90,15.90,True,True,15.90,15.90,True,True,
sroie_train_X51008099083,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008099083.jpg,True,RESTORAN WAN SHENG,RESTORAN WAN SHENG,True,True,04-06-2018,04-06-2018,True,True,6.70,6.70,True,True,6.70,6.70,True,True,
sroie_train_X51008142063,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008142063.jpg,True,KEDAI PAPAN YEW CHUAN,KEDAI PAPAN YEW CHUAN,True,True,30/04/2018,30/04/2018,True,True,404.39,404.39,True,True,404.39,404.39,True,True,
sroie_train_X51007103702,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007103702.jpg,True,MR. D.I.Y. (M) SDN BHD,MR. D.I.Y. (M) SDN BHD,True,True,30-04-18,30-04-18,True,True,5.00,5.00,True,True,5.00,5.00,True,True,
sroie_train_X51005685357,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005685357.jpg,True,FARMASI MALURI S/B,Farmasi Maluri S/B,False,True,02/03/18,02/03/18,True,True,79.35,79.35,True,True,79.35,79.35,False,True,
sroie_train_X51006556650,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006556650.jpg,True,GARDENIA BAKERIES (KL) SDN BHD,GARDENIA BAKERIES (KL) SDN BHD,True,True,19/08/2017,19/08/2017,True,True,50.60,50.60,True,True,50.60,50.60,True,True,
sroie_train_X51006008086,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006008086.jpg,True,POPULAR BOOK CO. (M) SDN BHD,POPULAR BOOK CO. (M) SDN BHD,True,True,24/01/18,24/01/18,True,True,30.10,30.10,True,True,30.10,30.10,True,True,
sroie_train_X51007339135,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339135.jpg,True,SANYU STATIONERY SHOP,SANYU STATIONERY SHOP,True,True,06/11/2017,06/11/2017,True,True,8.70,8.70,True,True,8.70,8.70,True,True,
sroie_train_X51008099046,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008099046.jpg,True,RESTORAN WAN SHENG,RESTORAN WAN SHENG,True,True,12-06-2018,12-06-2018,True,True,4.60,4.60,True,True,4.60,4.60,True,True,
sroie_train_X51006389865,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006389865.jpg,True,RESTORAN WAN SHENG,RESTORAN WAN SHENG,True,True,12-11-2017,12-11-2017,True,True,62.80,62.80,True,True,62.80,62.80,True,True,
sroie_train_X51005711456,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005711456.jpg,True,MIZU MENTAI SDN. BHD.,MIZU MENTAI SDN. BHD.,True,True,31-03-2018,31-03-2018,True,True,65.55,65.55,True,True,65.55,65.55,True,True,
sroie_train_X51005444045,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005444045.jpg,True,99 SPEED MART S/B,99 SPEED MART S/B,True,True,19-03-18,19-03-18,True,True,11.40,11.40,True,True,11.40,11.40,True,True,
sroie_train_X51008145504,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008145504.jpg,True,AMTECH ELECTRICAL SUPPLIES,AMTECH ELECTRICAL SUPPLIES,True,True,27/06/18,27/06/18,True,True,136.00,136.00,True,True,136.00,136.00,True,True,
sroie_train_X51005568913,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005568913.jpg,True,IKANO HANDEL SDN BHD,IKANO HANDEL SDN BHD,True,True,27/07/17,27/07/17,True,True,538.00,538.00,True,True,538.00,538.00,True,True,
sroie_train_X51005711404,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005711404.jpg,True,RESTORAN WAN SHENG,RESTORAN WAN SHENG,True,True,14-03-2018,14-03-2018,True,True,4.80,4.80,True,True,4.80,4.80,True,True,
sroie_train_X51006414719,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006414719.jpg,True,AEON CO. (M) BHD,AEON CO. (M) BHD,True,True,12/04/2018,12/04/2018,True,True,4.40,4.40,True,True,4.40,4.40,True,True,
sroie_train_X51005677334,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005677334.jpg,True,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,True,True,31/01/2018,31/01/2018,True,True,82.68,82.68,True,True,82.68,82.68,True,True,
sroie_train_X51005745183,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005745183.jpg,True,BILLION SIX ENTERPRISE,BILLION SIX ENTERPRISE,True,True,22/02/2018,22/02/2018,True,True,63.80,63.80,True,True,63.80,63.80,True,True,
sroie_train_X51005676544,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51005676544.jpg,True,SYARIKAT PERNIAGAAN GIN KEE,SYARIKAT PERNIAGAAN GIN KEE,True,True,02/01/2018,02/01/2018,True,True,2.12,2.12,True,True,2.12,2.12,True,True,
sroie_train_X51006619550,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006619550.jpg,True,HAI-O RAYA BHD,HAI-O RAYA BHD,True,True,15/12/2016,15/12/2016,True,True,47.70,47.70,True,True,47.70,47.70,True,True,
sroie_train_X51008142031,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51008142031.jpg,True,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,ONE ONE THREE SEAFOOD RESTAURANT SDN BHD,True,True,22-05-2018,22-05-2018,True,True,71.00,71.00,True,True,71.00,71.00,True,True,
sroie_train_X51006913030,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006913030.jpg,True,UNIHAKKA INTERNATIONAL SDN BHD,UNIHAKKA INTERNATIONAL SDN BHD,True,True,10 MAY 2018,10 May 2018,False,True,$10.30,10.30,False,True,10.30,10.30,False,True,total_format_only_mismatch
sroie_train_X51007225417,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007225417.jpg,True,ENW HARDWARE CENTRE (M) SDN. BHD.,ENW Hardware Centre (M) Sdn. Bhd.,False,True,09/04/2018,09/04/2018,True,True,51.00,51.00,True,True,51.00,51.00,False,True,
sroie_train_X51007339648,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51007339648.jpg,True,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,AIK HUAT HARDWARE ENTERPRISE (SETIA ALAM) SDN BHD,True,True,12/09/2017,12/09/2017,True,True,30.00,30.00,True,True,30.00,30.00,True,True,
sroie_train_X51006414713,/work/bigweather/xinyanxie/invoiceguard-ai/data/raw/sroie/SROIE2019/train/img/X51006414713.jpg,True,YHM AEON TEBRAU CITY,YHM Aeon Tebrau City,False,True,17/04/2018,17/04/2018,True,True,81.80,81.80,True,True,81.80,81.80,False,True,
